
time,wx,wy,wz,ax,ay,az
4.249,0.01,0.04,-0.15,0.46,-0.75,-0.78
4.251,-0.01,0.04,-0.16,0.46,-0.75,-0.78
4.254,-0.01,0.04,-0.16,0.44,-0.77,-0.73
4.255,-0.02,0.04,-0.18,0.44,-0.77,-0.73
4.259,-0.03,0.04,-0.19,0.44,-0.77,-0.73
4.259,-0.03,0.04,-0.19,0.37,-0.78,-0.74
4.264,-0.03,0.05,-0.20,0.37,-0.78,-0.74
4.266,-0.03,0.05,-0.20,0.29,-0.77,-0.71
4.28,-0.04,0.06,-0.21,0.29,-0.77,-0.71
4.284,-0.04,0.06,-0.21,0.28,-0.77,-0.71
4.286,-0.04,0.06,-0.21,0.23,-0.78,-0.70
4.287,-0.05,0.06,-0.21,0.23,-0.78,-0.70
4.288,-0.06,0.05,-0.21,0.23,-0.78,-0.70
4.289,-0.06,0.05,-0.21,0.17,-0.77,-0.69
4.29,-0.07,0.05,-0.21,0.17,-0.77,-0.69
4.291,-0.07,0.05,-0.21,0.17,-0.71,-0.66
4.291,-0.07,0.04,-0.21,0.17,-0.71,-0.66
4.292,-0.07,0.04,-0.21,0.13,-0.71,-0.62
4.295,-0.07,0.04,-0.21,0.08,-0.73,-0.62
4.298,-0.07,0.03,-0.21,0.08,-0.73,-0.62
4.299,-0.07,0.02,-0.20,0.08,-0.73,-0.62
4.3,-0.07,0.02,-0.20,0.07,-0.69,-0.60
4.304,-0.07,0.01,-0.20,0.07,-0.69,-0.60
4.305,-0.07,0.01,-0.20,0.07,-0.64,-0.55
4.309,-0.07,0.01,-0.20,0.05,-0.62,-0.54
4.31,-0.07,-0.01,-0.20,0.05,-0.62,-0.54
4.319,-0.07,-0.03,-0.20,0.05,-0.62,-0.54
4.321,-0.07,-0.03,-0.20,0.04,-0.60,-0.56
4.322,-0.07,-0.03,-0.20,0.04,-0.57,-0.49
4.322,-0.07,-0.04,-0.20,0.04,-0.57,-0.49
4.324,-0.07,-0.06,-0.20,0.04,-0.57,-0.49
4.325,-0.07,-0.06,-0.20,0.03,-0.57,-0.52
4.333,-0.07,-0.06,-0.20,0.01,-0.54,-0.54
4.335,-0.07,-0.07,-0.21,0.01,-0.54,-0.54
4.336,-0.07,-0.07,-0.21,0.01,-0.51,-0.51
4.336,-0.07,-0.08,-0.21,0.01,-0.51,-0.51
4.34,-0.08,-0.09,-0.21,0.01,-0.51,-0.51
4.34,-0.08,-0.09,-0.21,0.04,-0.47,-0.51
4.344,-0.09,-0.08,-0.21,0.04,-0.47,-0.51
4.345,-0.09,-0.08,-0.21,0.09,-0.47,-0.45
4.349,-0.09,-0.08,-0.21,0.11,-0.45,-0.43
4.351,-0.10,-0.07,-0.22,0.11,-0.45,-0.43
4.355,-0.10,-0.07,-0.22,0.11,-0.45,-0.43
4.355,-0.10,-0.07,-0.22,0.09,-0.45,-0.46
4.359,-0.10,-0.07,-0.22,0.07,-0.42,-0.48
4.36,-0.12,-0.06,-0.23,0.07,-0.42,-0.48
4.365,-0.13,-0.04,-0.23,0.07,-0.42,-0.48
4.367,-0.13,-0.04,-0.23,0.05,-0.40,-0.54
4.37,-0.14,-0.03,-0.24,0.05,-0.40,-0.54
4.371,-0.14,-0.03,-0.24,0.02,-0.38,-0.57
4.375,-0.14,-0.03,-0.24,-0.00,-0.39,-0.58
4.376,-0.16,-0.02,-0.25,-0.00,-0.39,-0.58
4.38,-0.18,-0.02,-0.25,-0.00,-0.39,-0.58
4.382,-0.18,-0.02,-0.25,-0.07,-0.39,-0.52
4.385,-0.19,-0.02,-0.25,-0.07,-0.39,-0.52
4.386,-0.19,-0.02,-0.25,-0.09,-0.36,-0.50
4.39,-0.21,-0.02,-0.25,-0.09,-0.36,-0.50
4.39,-0.21,-0.02,-0.25,-0.13,-0.35,-0.47
4.397,-0.21,-0.02,-0.25,-0.18,-0.36,-0.39
4.4,-0.22,-0.03,-0.24,-0.18,-0.36,-0.39
4.401,-0.22,-0.03,-0.24,-0.19,-0.32,-0.27
4.402,-0.23,-0.04,-0.24,-0.19,-0.32,-0.27
4.405,-0.23,-0.05,-0.24,-0.19,-0.32,-0.27
4.406,-0.23,-0.05,-0.24,-0.22,-0.26,-0.17
4.41,-0.23,-0.07,-0.24,-0.22,-0.26,-0.17
4.411,-0.23,-0.07,-0.24,-0.23,-0.23,-0.12
4.421,-0.23,-0.07,-0.24,-0.22,-0.22,-0.05
4.422,-0.22,-0.07,-0.23,-0.22,-0.22,-0.05
4.423,-0.22,-0.08,-0.23,-0.22,-0.22,-0.05
4.424,-0.22,-0.08,-0.23,-0.19,-0.16,-0.01
4.425,-0.21,-0.09,-0.22,-0.19,-0.16,-0.01
4.427,-0.21,-0.09,-0.22,-0.25,-0.12,0.01
4.437,-0.21,-0.09,-0.22,-0.25,-0.14,0.04
4.439,-0.21,-0.09,-0.22,-0.25,-0.14,0.04
4.44,-0.21,-0.09,-0.21,-0.25,-0.14,0.04
4.441,-0.21,-0.09,-0.21,-0.20,-0.12,0.03
4.441,-0.22,-0.08,-0.21,-0.20,-0.12,0.03
4.442,-0.22,-0.08,-0.21,-0.17,-0.09,0.03
4.448,-0.22,-0.07,-0.21,-0.17,-0.09,0.03
4.45,-0.22,-0.07,-0.21,-0.18,-0.05,0.02
4.451,-0.23,-0.05,-0.21,-0.18,-0.05,0.02
4.452,-0.23,-0.05,-0.21,-0.19,-0.04,0.04
4.455,-0.23,-0.05,-0.21,-0.17,-0.01,0.05
4.456,-0.24,-0.03,-0.21,-0.17,-0.01,0.05
4.46,-0.24,-0.02,-0.20,-0.17,-0.01,0.05
4.461,-0.24,-0.02,-0.20,-0.17,0.03,0.07
4.466,-0.25,-0.01,-0.20,-0.17,0.03,0.07
4.468,-0.25,-0.01,-0.20,-0.22,0.06,0.08
4.47,-0.25,0.00,-0.20,-0.22,0.06,0.08
4.471,-0.25,0.00,-0.20,-0.25,0.07,0.08
4.475,-0.25,0.01,-0.19,-0.25,0.07,0.08
4.476,-0.25,0.01,-0.19,-0.27,0.08,0.08
4.48,-0.25,0.01,-0.19,-0.27,0.08,0.08
4.483,-0.25,0.01,-0.19,-0.27,0.09,0.12
4.485,-0.24,0.01,-0.18,-0.27,0.09,0.12
4.486,-0.24,0.01,-0.18,-0.29,0.11,0.17
4.493,-0.23,0.00,-0.17,-0.29,0.11,0.17
4.494,-0.23,0.00,-0.17,-0.29,0.13,0.15
4.495,-0.23,0.00,-0.17,-0.34,0.16,0.10
4.498,-0.22,-0.01,-0.16,-0.34,0.16,0.10
4.502,-0.22,-0.01,-0.16,-0.28,0.19,0.20
4.505,-0.22,-0.02,-0.15,-0.28,0.19,0.20
4.506,-0.22,-0.02,-0.15,-0.22,0.22,0.23
4.507,-0.20,-0.04,-0.14,-0.22,0.22,0.23
4.51,-0.19,-0.06,-0.14,-0.22,0.22,0.23
4.511,-0.19,-0.06,-0.14,-0.26,0.23,0.22
4.517,-0.18,-0.08,-0.13,-0.26,0.23,0.22
4.519,-0.18,-0.08,-0.13,-0.18,0.25,0.23
4.534,-0.16,-0.10,-0.12,-0.18,0.25,0.23
4.535,-0.16,-0.10,-0.12,-0.14,0.31,0.21
4.536,-0.15,-0.11,-0.12,-0.14,0.31,0.21
4.537,-0.15,-0.11,-0.12,-0.18,0.36,0.18
4.538,-0.15,-0.11,-0.12,-0.10,0.39,0.22
4.539,-0.14,-0.12,-0.11,-0.10,0.39,0.22
4.539,-0.13,-0.14,-0.11,-0.10,0.39,0.22
4.54,-0.13,-0.14,-0.11,-0.02,0.40,0.25
4.541,-0.12,-0.15,-0.11,-0.02,0.40,0.25
4.542,-0.12,-0.15,-0.11,0.01,0.48,0.27
4.552,-0.11,-0.16,-0.11,0.01,0.48,0.27
4.554,-0.11,-0.16,-0.11,0.07,0.51,0.32
4.555,-0.10,-0.16,-0.12,0.07,0.51,0.32
4.556,-0.10,-0.16,-0.12,0.10,0.54,0.33
4.557,-0.09,-0.17,-0.13,0.10,0.54,0.33
4.558,-0.09,-0.17,-0.13,0.16,0.57,0.36
4.561,-0.08,-0.16,-0.14,0.16,0.57,0.36
4.562,-0.08,-0.16,-0.14,0.18,0.57,0.33
4.566,-0.08,-0.15,-0.16,0.18,0.57,0.33
4.568,-0.08,-0.15,-0.16,0.24,0.62,0.33
4.571,-0.07,-0.14,-0.17,0.24,0.62,0.33
4.572,-0.07,-0.14,-0.17,0.29,0.64,0.33
4.576,-0.07,-0.13,-0.19,0.29,0.64,0.33
4.577,-0.07,-0.13,-0.19,0.31,0.62,0.36
4.581,-0.07,-0.13,-0.19,0.34,0.61,0.33
4.583,-0.07,-0.12,-0.21,0.34,0.61,0.33
4.586,-0.07,-0.10,-0.23,0.34,0.61,0.33
4.586,-0.07,-0.10,-0.23,0.32,0.65,0.28
4.591,-0.07,-0.08,-0.25,0.32,0.65,0.28
4.591,-0.07,-0.08,-0.25,0.35,0.69,0.25
4.596,-0.07,-0.08,-0.25,0.38,0.66,0.23
4.598,-0.08,-0.07,-0.27,0.38,0.66,0.23
4.601,-0.09,-0.05,-0.29,0.38,0.66,0.23
4.602,-0.09,-0.05,-0.29,0.39,0.64,0.21
4.606,-0.09,-0.05,-0.29,0.41,0.65,0.21
4.607,-0.09,-0.04,-0.31,0.41,0.65,0.21
4.611,-0.09,-0.03,-0.34,0.41,0.65,0.21
4.612,-0.09,-0.03,-0.34,0.42,0.63,0.19
4.616,-0.10,-0.02,-0.36,0.42,0.63,0.19
4.618,-0.10,-0.02,-0.36,0.46,0.63,0.16
4.621,-0.10,-0.02,-0.36,0.50,0.56,0.07
4.622,-0.10,-0.01,-0.39,0.50,0.56,0.07
4.626,-0.11,-0.00,-0.41,0.50,0.56,0.07
4.627,-0.11,-0.00,-0.41,0.51,0.55,0.01
4.631,-0.12,-0.01,-0.44,0.51,0.55,0.01
4.633,-0.12,-0.01,-0.44,0.58,0.50,-0.07
4.637,-0.12,-0.01,-0.44,0.64,0.43,-0.15
4.637,-0.14,-0.02,-0.47,0.64,0.43,-0.15
4.641,-0.17,-0.02,-0.50,0.64,0.43,-0.15
4.642,-0.17,-0.02,-0.50,0.62,0.35,-0.16
4.646,-0.19,-0.04,-0.53,0.62,0.35,-0.16
4.649,-0.19,-0.04,-0.53,0.60,0.28,-0.12
4.652,-0.22,-0.06,-0.56,0.60,0.28,-0.12
4.653,-0.22,-0.06,-0.56,0.54,0.21,-0.12
4.657,-0.22,-0.06,-0.56,0.52,0.15,0.05
4.657,-0.25,-0.07,-0.58,0.52,0.15,0.05
4.663,-0.27,-0.09,-0.60,0.52,0.15,0.05
4.665,-0.27,-0.09,-0.60,0.45,0.11,0.27
4.666,-0.28,-0.11,-0.61,0.45,0.11,0.27
4.667,-0.28,-0.11,-0.61,0.42,0.09,0.53
4.671,-0.28,-0.13,-0.63,0.42,0.09,0.53
4.672,-0.28,-0.13,-0.63,0.41,0.08,0.66
4.677,-0.28,-0.13,-0.63,0.42,0.12,0.81
4.678,-0.28,-0.14,-0.64,0.42,0.12,0.81
4.687,-0.27,-0.13,-0.66,0.42,0.12,0.81
4.688,-0.27,-0.13,-0.66,0.42,0.07,0.80
4.689,-0.26,-0.12,-0.67,0.42,0.07,0.80
4.691,-0.26,-0.12,-0.67,0.42,-0.02,0.74
4.701,-0.27,-0.10,-0.69,0.42,-0.02,0.74
4.703,-0.28,-0.07,-0.71,0.42,-0.02,0.74
4.704,-0.28,-0.07,-0.71,0.34,-0.01,0.73
4.705,-0.28,-0.07,-0.71,0.26,-0.07,0.56
4.705,-0.31,-0.03,-0.73,0.26,-0.07,0.56
4.706,-0.31,-0.03,-0.73,0.19,-0.12,0.51
4.707,-0.34,0.02,-0.74,0.19,-0.12,0.51
4.708,-0.34,0.02,-0.74,0.11,-0.18,0.50
4.714,-0.34,0.02,-0.74,-0.02,-0.19,0.48
4.715,-0.37,0.07,-0.75,-0.02,-0.19,0.48
4.717,-0.37,0.07,-0.75,-0.17,-0.21,0.50
4.719,-0.39,0.13,-0.75,-0.17,-0.21,0.50
4.722,-0.42,0.18,-0.75,-0.17,-0.21,0.50
4.723,-0.42,0.18,-0.75,-0.36,-0.26,0.54
4.727,-0.44,0.23,-0.74,-0.36,-0.26,0.54
4.728,-0.44,0.23,-0.74,-0.46,-0.25,0.66
4.732,-0.44,0.23,-0.74,-0.55,-0.24,0.60
4.734,-0.43,0.28,-0.73,-0.55,-0.24,0.60
4.737,-0.43,0.32,-0.71,-0.55,-0.24,0.60
4.738,-0.43,0.32,-0.71,-0.76,-0.23,0.59
4.742,-0.42,0.34,-0.68,-0.76,-0.23,0.59
4.743,-0.42,0.34,-0.68,-0.88,-0.20,0.59
4.748,-0.42,0.34,-0.68,-0.99,-0.19,0.44
4.751,-0.40,0.35,-0.65,-0.99,-0.19,0.44
4.753,-0.40,0.35,-0.65,-1.08,-0.20,0.31
4.753,-0.37,0.35,-0.62,-1.08,-0.20,0.31
4.758,-0.37,0.35,-0.62,-1.11,-0.23,0.26
4.759,-0.35,0.34,-0.58,-1.11,-0.23,0.26
4.765,-0.35,0.34,-0.58,-1.15,-0.25,0.17
4.767,-0.31,0.32,-0.55,-1.15,-0.25,0.17
4.768,-0.29,0.29,-0.51,-1.15,-0.25,0.17
4.769,-0.29,0.29,-0.51,-1.20,-0.19,0.07
4.783,-0.25,0.25,-0.47,-1.20,-0.19,0.07
4.786,-0.25,0.25,-0.47,-1.19,-0.21,0.01
4.788,-0.22,0.21,-0.43,-1.19,-0.21,0.01
4.789,-0.22,0.21,-0.43,-1.13,-0.21,-0.05
4.789,-0.22,0.21,-0.43,-1.05,-0.17,-0.17
4.79,-0.18,0.16,-0.39,-1.05,-0.17,-0.17
4.791,-0.18,0.16,-0.39,-0.97,-0.22,-0.19
4.792,-0.15,0.11,-0.35,-0.97,-0.22,-0.19
4.793,-0.15,0.11,-0.35,-0.87,-0.18,-0.25
4.793,-0.12,0.05,-0.31,-0.87,-0.18,-0.25
4.798,-0.12,0.05,-0.31,-0.76,-0.14,-0.28
4.799,-0.09,-0.00,-0.28,-0.76,-0.14,-0.28
4.803,-0.06,-0.06,-0.25,-0.76,-0.14,-0.28
4.804,-0.06,-0.06,-0.25,-0.61,-0.16,-0.30
4.809,-0.06,-0.06,-0.25,-0.41,-0.10,-0.33
4.81,-0.03,-0.11,-0.22,-0.41,-0.10,-0.33
4.823,-0.01,-0.16,-0.20,-0.41,-0.10,-0.33
4.825,-0.01,-0.16,-0.20,-0.23,-0.06,-0.34
4.826,-0.01,-0.16,-0.20,-0.04,-0.01,-0.38
4.827,0.01,-0.21,-0.20,-0.04,-0.01,-0.38
4.828,0.01,-0.25,-0.20,-0.04,-0.01,-0.38
4.829,0.01,-0.25,-0.20,0.13,0.01,-0.42
4.83,0.01,-0.28,-0.20,0.13,0.01,-0.42
4.831,0.01,-0.28,-0.20,0.28,0.03,-0.46
4.837,0.00,-0.30,-0.22,0.28,0.03,-0.46
4.839,0.00,-0.30,-0.22,0.42,0.04,-0.39
4.839,0.00,-0.30,-0.22,0.53,0.07,-0.34
4.84,-0.01,-0.32,-0.25,0.53,0.07,-0.34
4.843,-0.03,-0.32,-0.28,0.53,0.07,-0.34
4.844,-0.03,-0.32,-0.28,0.58,0.08,-0.30
4.848,-0.03,-0.32,-0.28,0.62,0.04,-0.25
4.849,-0.06,-0.31,-0.32,0.62,0.04,-0.25
4.853,-0.06,-0.31,-0.32,0.68,0.02,-0.21
4.854,-0.09,-0.30,-0.35,0.68,0.02,-0.21
4.858,-0.09,-0.30,-0.35,0.67,-0.03,-0.14
4.859,-0.12,-0.28,-0.39,0.67,-0.03,-0.14
4.864,-0.12,-0.28,-0.39,0.63,-0.03,-0.02
4.866,-0.15,-0.24,-0.42,0.63,-0.03,-0.02
4.868,-0.15,-0.24,-0.42,0.55,-0.06,0.08
4.869,-0.18,-0.20,-0.46,0.55,-0.06,0.08
4.873,-0.18,-0.20,-0.46,0.44,-0.08,0.10
4.874,-0.21,-0.15,-0.49,0.44,-0.08,0.10
4.88,-0.21,-0.15,-0.49,0.30,-0.14,0.20
4.883,-0.23,-0.10,-0.52,0.30,-0.14,0.20
4.884,-0.23,-0.10,-0.52,0.14,-0.13,0.30
4.885,-0.26,-0.06,-0.55,0.14,-0.13,0.30
4.888,-0.26,-0.06,-0.55,-0.05,-0.14,0.43
4.889,-0.27,-0.01,-0.56,-0.05,-0.14,0.43
4.893,-0.27,-0.01,-0.56,-0.20,-0.16,0.55
4.894,-0.27,0.03,-0.57,-0.20,-0.16,0.55
4.9,-0.27,0.03,-0.57,-0.31,-0.19,0.65
4.902,-0.26,0.07,-0.57,-0.31,-0.19,0.65
4.904,-0.26,0.07,-0.57,-0.43,-0.21,0.69
4.905,-0.24,0.10,-0.56,-0.43,-0.21,0.69
4.908,-0.24,0.10,-0.56,-0.53,-0.21,0.64
4.909,-0.21,0.13,-0.55,-0.53,-0.21,0.64
4.914,-0.21,0.13,-0.55,-0.61,-0.18,0.53
4.916,-0.17,0.15,-0.54,-0.61,-0.18,0.53
4.919,-0.14,0.17,-0.52,-0.61,-0.18,0.53
4.92,-0.14,0.17,-0.52,-0.68,-0.20,0.36
4.924,-0.14,0.17,-0.52,-0.71,-0.23,0.19
4.925,-0.10,0.18,-0.50,-0.71,-0.23,0.19
4.929,-0.07,0.19,-0.48,-0.71,-0.23,0.19
4.93,-0.07,0.19,-0.48,-0.76,-0.21,-0.04
4.934,-0.05,0.19,-0.46,-0.76,-0.21,-0.04
4.936,-0.05,0.19,-0.46,-0.76,-0.18,-0.18
4.939,-0.05,0.19,-0.46,-0.72,-0.19,-0.32
4.94,-0.03,0.19,-0.43,-0.72,-0.19,-0.32
4.944,-0.01,0.19,-0.41,-0.72,-0.19,-0.32
4.945,-0.01,0.19,-0.41,-0.67,-0.21,-0.46
4.95,-0.01,0.19,-0.41,-0.58,-0.19,-0.58
4.951,0.02,0.18,-0.39,-0.58,-0.19,-0.58
4.954,0.02,0.18,-0.39,-0.45,-0.18,-0.72
4.955,0.03,0.17,-0.38,-0.45,-0.18,-0.72
4.959,0.03,0.17,-0.38,-0.37,-0.20,-0.87
4.96,0.05,0.16,-0.36,-0.37,-0.20,-0.87
4.972,0.06,0.14,-0.35,-0.37,-0.20,-0.87
4.974,0.06,0.14,-0.35,-0.25,-0.21,-0.99
4.975,0.06,0.14,-0.35,-0.12,-0.21,-1.15
4.976,0.07,0.12,-0.34,-0.12,-0.21,-1.15
4.981,0.07,0.10,-0.34,-0.12,-0.21,-1.15
4.983,0.07,0.10,-0.34,-0.02,-0.19,-1.32
4.987,0.07,0.10,-0.34,0.10,-0.23,-1.43
4.988,0.07,0.07,-0.34,0.10,-0.23,-1.43
4.989,0.07,0.07,-0.34,0.17,-0.21,-1.48
4.99,0.06,0.05,-0.34,0.17,-0.21,-1.48
4.991,0.06,0.05,-0.34,0.26,-0.19,-1.57
4.991,0.04,0.02,-0.36,0.26,-0.19,-1.57
4.994,0.02,-0.01,-0.37,0.26,-0.19,-1.57
4.997,0.02,-0.01,-0.37,0.32,-0.23,-1.58
5.0,-0.00,-0.03,-0.39,0.32,-0.23,-1.58
5.001,-0.00,-0.03,-0.39,0.37,-0.23,-1.61
5.004,-0.03,-0.06,-0.40,0.37,-0.23,-1.61
5.005,-0.03,-0.06,-0.40,0.42,-0.25,-1.55
5.009,-0.06,-0.08,-0.42,0.42,-0.25,-1.55
5.01,-0.06,-0.08,-0.42,0.43,-0.28,-1.44
5.015,-0.06,-0.08,-0.42,0.42,-0.30,-1.21
5.017,-0.09,-0.10,-0.44,0.42,-0.30,-1.21
5.02,-0.09,-0.10,-0.44,0.44,-0.31,-1.06
5.021,-0.12,-0.11,-0.45,0.44,-0.31,-1.06
5.039,-0.14,-0.13,-0.46,0.44,-0.31,-1.06
5.04,-0.14,-0.13,-0.46,0.36,-0.36,-0.88
5.041,-0.14,-0.13,-0.46,0.29,-0.39,-0.71
5.042,-0.16,-0.14,-0.46,0.29,-0.39,-0.71
5.043,-0.16,-0.14,-0.46,0.22,-0.40,-0.50
5.044,-0.18,-0.15,-0.46,0.22,-0.40,-0.50
5.046,-0.18,-0.15,-0.46,0.17,-0.44,-0.28
5.046,-0.19,-0.16,-0.46,0.17,-0.44,-0.28
5.047,-0.19,-0.17,-0.45,0.17,-0.44,-0.28
5.048,-0.19,-0.17,-0.45,0.13,-0.46,-0.06
5.051,-0.19,-0.17,-0.44,0.13,-0.46,-0.06
5.052,-0.19,-0.17,-0.44,0.09,-0.47,0.11
5.054,-0.19,-0.17,-0.44,0.05,-0.45,0.34
5.055,-0.19,-0.17,-0.43,0.05,-0.45,0.34
5.059,-0.19,-0.17,-0.43,-0.00,-0.41,0.43
5.06,-0.18,-0.16,-0.41,-0.00,-0.41,0.43
5.065,-0.17,-0.15,-0.40,-0.00,-0.41,0.43
5.066,-0.17,-0.15,-0.40,-0.05,-0.40,0.51
5.069,-0.17,-0.15,-0.40,-0.07,-0.37,0.53
5.07,-0.15,-0.14,-0.38,-0.07,-0.37,0.53
5.075,-0.15,-0.14,-0.38,-0.16,-0.33,0.56
5.075,-0.14,-0.12,-0.36,-0.16,-0.33,0.56
5.086,-0.13,-0.10,-0.34,-0.16,-0.33,0.56
5.088,-0.13,-0.10,-0.34,-0.16,-0.26,0.55
5.089,-0.12,-0.07,-0.32,-0.16,-0.26,0.55
5.09,-0.12,-0.07,-0.32,-0.17,-0.21,0.57
5.091,-0.12,-0.04,-0.30,-0.17,-0.21,0.57
5.092,-0.12,-0.04,-0.30,-0.22,-0.17,0.57
5.095,-0.10,-0.03,-0.28,-0.22,-0.17,0.57
5.096,-0.10,-0.03,-0.28,-0.23,-0.14,0.50
5.1,-0.10,-0.03,-0.28,-0.22,-0.10,0.48
5.101,-0.09,-0.01,-0.26,-0.22,-0.10,0.48
5.106,-0.07,0.01,-0.25,-0.22,-0.10,0.48
5.107,-0.07,0.01,-0.25,-0.21,-0.07,0.46
5.11,-0.07,0.01,-0.25,-0.21,-0.07,0.41
5.111,-0.06,0.01,-0.23,-0.21,-0.07,0.41
5.115,-0.06,0.01,-0.23,-0.17,-0.05,0.34
5.116,-0.04,0.01,-0.21,-0.17,-0.05,0.34
5.12,-0.02,0.01,-0.20,-0.17,-0.05,0.34
5.121,-0.02,0.01,-0.20,-0.16,-0.04,0.18
5.125,-0.02,0.01,-0.20,-0.15,-0.06,0.10
5.126,-0.00,-0.00,-0.18,-0.15,-0.06,0.10
5.131,0.01,-0.02,-0.17,-0.15,-0.06,0.10
5.133,0.01,-0.02,-0.17,-0.11,-0.08,0.04
5.135,0.03,-0.04,-0.15,-0.11,-0.08,0.04
5.136,0.03,-0.04,-0.15,-0.07,-0.02,-0.02
5.14,0.03,-0.04,-0.15,0.01,0.01,-0.08
5.141,0.04,-0.06,-0.14,0.01,0.01,-0.08
5.148,0.04,-0.08,-0.13,0.01,0.01,-0.08
5.15,0.04,-0.08,-0.13,0.10,0.05,-0.15
5.151,0.06,-0.10,-0.13,0.10,0.05,-0.15
5.152,0.06,-0.10,-0.13,0.12,0.13,-0.18
5.155,0.06,-0.10,-0.13,0.19,0.18,-0.23
5.156,0.06,-0.11,-0.13,0.19,0.18,-0.23
5.16,0.06,-0.11,-0.13,0.26,0.30,-0.31
5.161,0.07,-0.12,-0.13,0.26,0.30,-0.31
5.166,0.07,-0.12,-0.14,0.26,0.30,-0.31
5.167,0.07,-0.12,-0.14,0.32,0.37,-0.44
5.171,0.07,-0.12,-0.14,0.31,0.39,-0.46
5.172,0.07,-0.12,-0.15,0.31,0.39,-0.46
5.175,0.07,-0.12,-0.15,0.37,0.47,-0.57
5.176,0.06,-0.12,-0.17,0.37,0.47,-0.57
5.18,0.06,-0.11,-0.19,0.37,0.47,-0.57
5.183,0.06,-0.11,-0.19,0.36,0.51,-0.66
5.186,0.04,-0.11,-0.22,0.36,0.51,-0.66
5.187,0.04,-0.11,-0.22,0.34,0.49,-0.68
5.19,0.04,-0.11,-0.22,0.33,0.47,-0.71
5.191,0.02,-0.10,-0.24,0.33,0.47,-0.71
5.198,0.02,-0.10,-0.24,0.32,0.50,-0.70
5.2,0.00,-0.09,-0.27,0.32,0.50,-0.70
5.201,0.00,-0.09,-0.27,0.32,0.47,-0.66
5.202,-0.01,-0.09,-0.29,0.32,0.47,-0.66
5.205,-0.03,-0.08,-0.32,0.32,0.47,-0.66
5.206,-0.03,-0.08,-0.32,0.35,0.43,-0.62
5.211,-0.03,-0.08,-0.32,0.37,0.34,-0.58
5.212,-0.04,-0.07,-0.35,0.37,0.34,-0.58
5.217,-0.04,-0.07,-0.35,0.37,0.27,-0.56
5.218,-0.06,-0.07,-0.37,0.37,0.27,-0.56
5.22,-0.06,-0.07,-0.37,0.33,0.20,-0.61
5.221,-0.07,-0.07,-0.40,0.33,0.20,-0.61
5.226,-0.09,-0.08,-0.42,0.33,0.20,-0.61
5.227,-0.09,-0.08,-0.42,0.30,0.11,-0.62
5.24,-0.12,-0.09,-0.44,0.30,0.11,-0.62
5.242,-0.12,-0.09,-0.44,0.29,-0.00,-0.55
5.243,-0.12,-0.09,-0.44,0.22,-0.08,-0.38
5.244,-0.14,-0.11,-0.45,0.22,-0.08,-0.38
5.247,-0.14,-0.11,-0.45,0.15,-0.13,-0.28
5.248,-0.16,-0.13,-0.46,0.15,-0.13,-0.28
5.25,-0.16,-0.13,-0.46,0.10,-0.21,-0.09
5.251,-0.18,-0.15,-0.46,0.10,-0.21,-0.09
5.252,-0.20,-0.17,-0.46,0.10,-0.21,-0.09
5.253,-0.20,-0.17,-0.46,0.02,-0.25,0.12
5.26,-0.20,-0.17,-0.46,0.00,-0.28,0.37
5.263,-0.20,-0.20,-0.46,0.00,-0.28,0.37
5.264,-0.20,-0.22,-0.45,0.00,-0.28,0.37
5.265,-0.20,-0.22,-0.45,0.02,-0.26,0.66
5.267,-0.20,-0.22,-0.45,-0.04,-0.23,0.85
5.268,-0.18,-0.24,-0.45,-0.04,-0.23,0.85
5.271,-0.18,-0.24,-0.45,-0.08,-0.21,0.95
5.272,-0.17,-0.24,-0.44,-0.08,-0.21,0.95
5.302,-0.17,-0.24,-0.44,-0.14,-0.18,1.05
5.302,-0.15,-0.24,-0.44,-0.14,-0.18,1.05
5.303,-0.15,-0.24,-0.44,-0.17,-0.19,1.02
5.304,-0.13,-0.23,-0.43,-0.17,-0.19,1.02
5.305,-0.12,-0.22,-0.43,-0.17,-0.19,1.02
5.306,-0.12,-0.22,-0.43,-0.19,-0.14,1.05
5.306,-0.12,-0.22,-0.43,-0.20,-0.14,1.13
5.307,-0.11,-0.19,-0.42,-0.20,-0.14,1.13
5.308,-0.10,-0.16,-0.42,-0.20,-0.14,1.13
5.309,-0.10,-0.16,-0.42,-0.22,-0.12,1.09
5.309,-0.10,-0.11,-0.42,-0.22,-0.12,1.09
5.31,-0.10,-0.11,-0.42,-0.26,-0.08,1.01
5.311,-0.10,-0.11,-0.42,-0.31,-0.08,0.89
5.311,-0.10,-0.04,-0.42,-0.31,-0.08,0.89
5.312,-0.10,-0.04,-0.42,-0.37,-0.14,0.76
5.313,-0.10,0.02,-0.41,-0.37,-0.14,0.76
5.316,-0.10,0.02,-0.41,-0.40,-0.13,0.62
5.318,-0.10,0.09,-0.40,-0.40,-0.13,0.62
5.321,-0.10,0.09,-0.40,-0.39,-0.12,0.47
5.322,-0.11,0.14,-0.39,-0.39,-0.12,0.47
5.326,-0.11,0.19,-0.38,-0.39,-0.12,0.47
5.327,-0.11,0.19,-0.38,-0.41,-0.09,0.36
5.331,-0.11,0.19,-0.38,-0.44,-0.11,0.23
5.332,-0.12,0.23,-0.36,-0.44,-0.11,0.23
5.336,-0.11,0.25,-0.35,-0.44,-0.11,0.23
5.337,-0.11,0.25,-0.35,-0.50,-0.10,0.13
