
time,wx,wy,wz,ax,ay,az
29.422,0.01,-0.03,-0.01,0.15,0.09,0.03
29.423,0.01,-0.03,-0.01,0.16,0.11,0.06
29.44,0.01,-0.03,-0.01,0.16,0.06,0.10
29.441,0.01,-0.02,-0.02,0.16,0.06,0.10
29.442,0.00,-0.01,-0.02,0.16,0.06,0.10
29.444,0.00,-0.01,-0.02,0.13,0.05,0.07
29.445,0.00,0.01,-0.03,0.13,0.05,0.07
29.445,0.00,0.01,-0.03,0.09,0.04,0.05
29.446,-0.00,0.02,-0.03,0.09,0.04,0.05
29.447,-0.00,0.02,-0.03,0.06,0.06,0.03
29.481,-0.01,0.03,-0.03,0.06,0.06,0.03
29.483,-0.01,0.03,-0.03,0.03,0.04,0.00
29.501,-0.01,0.03,-0.03,0.03,0.04,0.00
29.502,-0.01,0.03,-0.03,0.02,-0.00,-0.00
29.503,-0.01,0.03,-0.03,-0.02,0.04,-0.01
29.504,-0.01,0.04,-0.03,-0.02,0.04,-0.01
29.505,-0.01,0.04,-0.03,-0.04,0.05,-0.04
29.506,-0.02,0.03,-0.03,-0.04,0.05,-0.04
29.507,-0.02,0.03,-0.03,-0.06,0.03,-0.04
29.509,-0.02,0.03,-0.03,-0.06,0.03,-0.04
29.51,-0.02,0.03,-0.03,-0.06,0.00,-0.04
29.511,-0.02,0.02,-0.03,-0.06,0.00,-0.04
29.512,-0.02,0.02,-0.03,-0.10,0.03,0.03
29.513,-0.02,0.01,-0.02,-0.10,0.03,0.03
29.513,-0.02,0.01,-0.02,-0.10,0.02,0.03
29.514,-0.02,0.01,-0.01,-0.10,0.02,0.03
29.515,-0.02,0.01,-0.01,-0.08,0.01,0.06
29.515,-0.02,0.01,-0.01,-0.08,0.01,0.06
29.516,-0.02,0.01,-0.01,-0.09,0.01,0.09
29.517,-0.01,0.00,-0.01,-0.09,0.01,0.09
29.518,-0.00,0.00,-0.00,-0.09,0.01,0.09
29.518,-0.00,0.00,-0.00,-0.07,-0.01,0.09
29.519,-0.00,0.00,-0.00,-0.04,0.02,0.07
29.52,0.00,0.00,0.00,-0.04,0.02,0.07
29.52,0.01,0.00,0.01,-0.04,0.02,0.07
29.521,0.01,0.00,0.01,-0.06,0.01,0.08
29.522,0.02,-0.00,0.01,-0.06,0.01,0.08
29.522,0.02,-0.00,0.01,-0.06,0.03,0.07
29.523,0.02,-0.00,0.01,-0.06,0.03,0.07
29.524,0.02,-0.00,0.01,-0.04,0.01,0.03
29.525,0.02,-0.00,0.01,-0.01,0.01,0.04
29.526,0.03,-0.00,0.02,-0.01,0.01,0.04
29.528,0.03,-0.00,0.02,-0.01,0.05,0.01
29.53,0.03,-0.01,0.02,-0.01,0.05,0.01
29.533,0.03,-0.01,0.02,-0.02,0.05,-0.01
29.534,0.03,-0.00,0.02,-0.02,0.05,-0.01
29.538,0.03,-0.00,0.03,-0.02,0.05,-0.01
29.539,0.03,-0.00,0.03,0.03,0.04,-0.01
29.543,0.03,-0.00,0.03,0.07,0.04,-0.03
29.545,0.03,-0.00,0.03,0.07,0.04,-0.03
29.548,0.03,-0.00,0.03,0.08,0.08,-0.06
29.549,0.03,0.00,0.03,0.08,0.08,-0.06
29.553,0.02,0.00,0.02,0.08,0.08,-0.06
29.553,0.02,0.00,0.02,0.09,0.09,-0.09
29.558,0.01,0.01,0.02,0.09,0.09,-0.09
29.574,0.01,0.01,0.02,0.07,0.08,-0.12
29.576,-0.00,0.01,0.02,0.07,0.08,-0.12
29.577,-0.00,0.01,0.02,0.09,0.05,-0.15
29.578,-0.01,0.01,0.02,0.09,0.05,-0.15
29.579,-0.02,0.01,0.02,0.09,0.05,-0.15
29.579,-0.02,0.01,0.02,0.07,0.08,-0.14
29.58,-0.02,0.01,0.02,0.10,0.11,-0.11
29.581,-0.03,0.00,0.01,0.10,0.11,-0.11
29.581,-0.03,0.00,0.01,0.07,0.10,-0.08
29.585,-0.03,-0.00,0.01,0.07,0.10,-0.08
29.586,-0.03,-0.00,0.01,0.09,0.11,-0.03
29.591,-0.03,-0.00,0.01,0.13,0.09,0.11
29.592,-0.03,-0.01,0.01,0.13,0.09,0.11
29.634,-0.03,-0.01,0.01,0.10,0.13,0.14
29.636,-0.02,-0.02,0.01,0.10,0.13,0.14
29.637,-0.02,-0.01,0.00,0.10,0.13,0.14
29.638,-0.02,-0.01,0.00,0.05,0.09,0.14
29.639,-0.02,-0.01,0.00,0.06,0.09,0.18
29.64,-0.01,-0.01,-0.00,0.06,0.09,0.18
29.64,-0.01,-0.01,-0.00,0.03,0.03,0.18
29.641,-0.00,-0.00,-0.00,0.03,0.03,0.18
29.642,-0.00,-0.00,-0.00,0.06,0.01,0.20
29.643,0.01,0.00,-0.00,0.06,0.01,0.20
29.644,0.01,0.00,-0.00,0.10,0.02,0.19
29.644,0.01,0.00,-0.00,0.10,0.02,0.19
29.645,0.01,0.00,-0.00,0.10,0.05,0.14
29.646,0.02,0.01,-0.00,0.10,0.05,0.14
29.646,0.02,0.02,-0.00,0.10,0.05,0.14
29.647,0.02,0.02,-0.00,0.10,0.06,0.08
29.648,0.02,0.02,-0.00,0.06,0.02,0.01
29.649,0.02,0.03,-0.01,0.06,0.02,0.01
29.649,0.02,0.03,-0.01,0.06,0.02,0.01
29.65,0.02,0.03,-0.01,0.05,0.01,0.00
29.65,0.01,0.03,-0.01,0.05,0.01,0.00
29.651,0.01,0.03,-0.01,0.03,0.02,-0.04
29.652,0.01,0.03,-0.01,0.02,0.01,-0.11
29.652,0.01,0.02,-0.02,0.02,0.01,-0.11
29.655,0.01,0.02,-0.02,0.05,0.02,-0.12
29.657,0.00,0.02,-0.02,0.05,0.02,-0.12
29.662,-0.00,0.03,-0.02,0.05,0.02,-0.12
29.664,-0.00,0.03,-0.02,0.05,0.03,-0.12
29.665,-0.00,0.03,-0.02,0.04,0.01,-0.12
29.666,-0.00,0.02,-0.02,0.04,0.01,-0.12
29.669,-0.00,0.02,-0.02,0.04,-0.01,-0.11
29.67,-0.01,0.02,-0.02,0.04,-0.01,-0.11
29.674,-0.01,0.02,-0.02,0.02,-0.03,-0.12
29.675,-0.01,0.02,-0.02,0.02,-0.03,-0.12
29.68,-0.01,0.02,-0.02,0.01,-0.05,-0.11
29.681,-0.00,0.02,-0.02,0.01,-0.05,-0.11
29.684,-0.00,0.02,-0.02,0.01,-0.05,-0.11
29.685,-0.00,0.02,-0.02,0.01,-0.06,-0.13
29.689,-0.00,0.02,-0.02,-0.01,-0.08,-0.14
29.69,-0.00,0.01,-0.03,-0.01,-0.08,-0.14
29.711,-0.00,0.01,-0.02,-0.01,-0.08,-0.14
29.713,-0.00,0.01,-0.02,0.01,-0.09,-0.16
29.714,-0.00,0.01,-0.02,-0.00,-0.07,-0.17
29.715,-0.00,0.01,-0.02,-0.00,-0.07,-0.17
29.728,-0.00,0.02,-0.02,-0.00,-0.07,-0.17
29.729,-0.00,0.02,-0.02,0.03,-0.10,-0.20
29.729,-0.00,0.02,-0.02,0.03,-0.07,-0.22
29.733,-0.01,0.01,-0.02,0.03,-0.07,-0.22
29.735,-0.01,0.01,-0.02,0.03,-0.03,-0.17
29.736,-0.01,0.01,-0.02,0.03,-0.03,-0.17
29.737,-0.02,0.01,-0.02,0.03,-0.03,-0.17
29.739,-0.02,0.01,-0.02,-0.03,-0.05,-0.15
29.74,-0.02,0.00,-0.02,-0.03,-0.05,-0.15
29.741,-0.02,0.00,-0.02,-0.04,-0.04,-0.16
29.742,-0.02,0.00,-0.02,-0.06,-0.06,-0.10
29.743,-0.02,-0.00,-0.02,-0.06,-0.06,-0.10
29.744,-0.02,-0.01,-0.02,-0.06,-0.06,-0.10
29.745,-0.02,-0.01,-0.02,-0.08,-0.06,-0.09
29.746,-0.02,-0.01,-0.01,-0.08,-0.06,-0.09
29.748,-0.02,-0.01,-0.01,-0.06,-0.07,-0.07
29.75,-0.01,-0.01,-0.01,-0.06,-0.07,-0.07
29.751,-0.01,-0.01,-0.01,-0.05,-0.09,-0.09
29.752,-0.01,-0.01,-0.01,-0.02,-0.13,-0.07
29.752,-0.01,-0.01,-0.01,-0.02,-0.13,-0.07
29.755,-0.01,-0.01,-0.01,-0.05,-0.16,-0.09
29.756,-0.00,-0.01,-0.01,-0.05,-0.16,-0.09
29.761,-0.00,-0.00,-0.01,-0.05,-0.16,-0.09
29.762,-0.00,-0.00,-0.01,-0.04,-0.14,-0.12
29.765,-0.00,-0.01,-0.00,-0.04,-0.14,-0.12
29.766,-0.00,-0.01,-0.00,-0.05,-0.10,-0.13
29.77,-0.00,-0.01,-0.00,-0.02,-0.07,-0.13
29.771,0.00,-0.01,0.00,-0.02,-0.07,-0.13
29.775,0.00,-0.01,0.00,0.02,-0.04,-0.11
29.776,0.00,-0.02,0.01,0.02,-0.04,-0.11
29.78,0.00,-0.03,0.01,0.02,-0.04,-0.11
29.781,0.00,-0.03,0.01,0.02,-0.01,-0.09
29.785,0.01,-0.04,0.01,0.02,-0.01,-0.09
29.785,0.01,-0.04,0.01,0.07,0.01,-0.06
29.79,0.01,-0.04,0.01,0.07,0.00,-0.03
29.791,0.01,-0.05,0.01,0.07,0.00,-0.03
29.795,0.01,-0.06,0.00,0.07,0.00,-0.03
29.796,0.01,-0.06,0.00,0.08,-0.01,-0.04
29.8,0.01,-0.07,-0.00,0.08,-0.01,-0.04
29.8,0.01,-0.07,-0.00,0.06,0.01,-0.00
29.805,0.01,-0.08,-0.01,0.06,0.01,-0.00
29.805,0.01,-0.08,-0.01,0.01,0.01,0.05
29.81,0.01,-0.08,-0.01,0.03,0.02,0.02
29.812,0.01,-0.08,-0.02,0.03,0.02,0.02
29.815,0.01,-0.08,-0.02,0.03,-0.00,0.06
29.816,0.01,-0.08,-0.02,0.03,-0.00,0.06
29.82,-0.00,-0.06,-0.02,0.03,-0.00,0.06
29.821,-0.00,-0.06,-0.02,-0.02,-0.02,0.09
29.825,-0.00,-0.06,-0.02,-0.01,-0.01,0.09
29.826,-0.01,-0.04,-0.02,-0.01,-0.01,0.09
29.831,-0.02,-0.01,-0.02,-0.01,-0.01,0.09
29.832,-0.02,-0.01,-0.02,-0.00,-0.04,0.09
29.835,-0.03,0.01,-0.03,-0.00,-0.04,0.09
29.836,-0.03,0.01,-0.03,0.03,-0.04,0.12
29.84,-0.03,0.03,-0.03,0.03,-0.04,0.12
29.841,-0.03,0.03,-0.03,0.06,-0.02,0.13
29.857,-0.04,0.05,-0.03,0.06,-0.02,0.13
29.86,-0.04,0.05,-0.03,0.06,-0.00,0.05
29.861,-0.05,0.07,-0.04,0.06,-0.00,0.05
29.862,-0.05,0.07,-0.04,0.04,0.01,0.05
29.863,-0.05,0.07,-0.04,0.04,0.01,0.05
29.864,-0.05,0.07,-0.04,-0.00,0.03,0.07
29.868,-0.05,0.07,-0.04,-0.00,0.03,0.07
29.869,-0.05,0.07,-0.04,-0.03,0.07,0.01
29.87,-0.05,0.07,-0.04,-0.03,-0.00,0.00
29.871,-0.05,0.07,-0.04,-0.03,-0.00,0.00
29.873,-0.05,0.06,-0.05,-0.03,-0.00,0.00
29.874,-0.05,0.06,-0.05,-0.03,0.01,-0.03
29.906,-0.05,0.06,-0.05,-0.07,0.02,-0.02
29.908,-0.05,0.05,-0.04,-0.07,0.02,-0.02
29.909,-0.05,0.05,-0.04,-0.08,-0.01,-0.04
29.911,-0.05,0.04,-0.04,-0.08,-0.01,-0.04
29.912,-0.05,0.04,-0.04,-0.08,-0.02,-0.04
29.913,-0.05,0.03,-0.04,-0.08,-0.02,-0.04
29.913,-0.05,0.03,-0.04,-0.07,-0.04,-0.02
29.914,-0.04,0.02,-0.03,-0.07,-0.04,-0.02
29.915,-0.04,0.02,-0.03,-0.08,-0.02,-0.04
29.915,-0.04,0.02,-0.02,-0.08,-0.02,-0.04
29.916,-0.04,0.02,-0.02,-0.08,-0.02,-0.01
29.917,-0.04,0.02,-0.01,-0.08,-0.02,-0.01
29.918,-0.04,0.02,-0.01,-0.05,0.01,-0.04
29.92,-0.04,0.01,-0.01,-0.05,0.01,-0.04
29.921,-0.04,0.01,-0.01,-0.07,-0.02,-0.04
29.922,-0.04,0.01,-0.00,-0.07,-0.02,-0.04
29.923,-0.04,0.01,-0.00,-0.04,0.04,-0.01
29.924,-0.04,0.01,0.00,-0.04,0.04,-0.01
29.926,-0.04,0.00,0.00,-0.04,0.04,-0.01
29.928,-0.04,0.00,0.00,-0.04,0.07,0.02
29.929,-0.04,0.00,0.00,-0.02,0.09,0.02
29.931,-0.04,-0.00,0.01,-0.02,0.09,0.02
29.932,-0.04,-0.00,0.01,0.01,0.09,0.02
29.934,-0.04,-0.00,0.01,0.01,0.09,0.02
29.938,-0.03,-0.00,0.01,0.01,0.09,0.02
29.939,-0.03,-0.00,0.01,0.02,0.10,0.04
29.942,-0.03,-0.00,0.01,0.02,0.10,0.04
29.943,-0.03,-0.00,0.01,0.04,0.16,0.03
29.946,-0.03,0.00,0.01,0.04,0.16,0.03
29.948,-0.03,0.00,0.01,0.09,0.11,0.03
29.951,-0.03,0.01,0.00,0.09,0.11,0.03
29.952,-0.03,0.01,0.00,0.09,0.09,0.02
29.962,-0.03,0.01,-0.00,0.09,0.09,0.02
29.963,-0.03,0.01,-0.00,0.10,0.11,0.02
29.965,-0.03,0.02,-0.00,0.10,0.11,0.02
29.968,-0.03,0.02,-0.00,0.09,0.10,0.01
29.969,-0.04,0.02,-0.00,0.09,0.10,0.01
29.97,-0.04,0.02,-0.00,0.07,0.13,0.01
29.971,-0.04,0.02,-0.00,0.08,0.13,0.03
29.972,-0.04,0.02,-0.00,0.08,0.13,0.03
29.977,-0.04,0.02,-0.01,0.08,0.13,0.03
29.979,-0.04,0.02,-0.01,0.04,0.15,0.04
29.981,-0.04,0.01,-0.01,0.04,0.15,0.04
29.982,-0.04,0.01,-0.01,0.06,0.15,0.06
29.986,-0.04,0.01,-0.02,0.06,0.15,0.06
29.987,-0.04,0.01,-0.02,0.04,0.14,0.08
29.991,-0.04,0.01,-0.02,0.03,0.15,0.13
29.992,-0.04,0.00,-0.02,0.03,0.15,0.13
30.008,-0.03,-0.00,-0.02,0.03,0.15,0.13
30.009,-0.03,-0.00,-0.02,0.05,0.13,0.16
30.01,-0.03,-0.00,-0.02,0.01,0.06,0.17
30.011,-0.03,-0.00,-0.02,0.01,0.06,0.17
30.012,-0.03,-0.00,-0.02,0.03,0.08,0.21
30.012,-0.02,0.00,-0.02,0.03,0.08,0.21
30.018,-0.02,0.00,-0.02,0.02,0.06,0.21
30.019,-0.02,0.00,-0.02,0.00,0.04,0.18
30.02,-0.02,0.00,-0.02,0.00,0.04,0.18
30.021,-0.01,0.01,-0.02,0.00,0.04,0.18
30.022,-0.01,0.01,-0.02,-0.00,0.03,0.17
30.022,-0.01,0.01,-0.02,-0.00,0.03,0.17
30.054,-0.00,0.02,-0.02,-0.00,0.03,0.17
30.056,-0.00,0.02,-0.02,0.00,0.03,0.14
30.057,-0.00,0.02,-0.02,-0.01,0.05,0.11
30.058,-0.01,0.03,-0.02,-0.01,0.05,0.11
30.06,-0.01,0.03,-0.02,0.01,0.04,0.11
30.061,-0.00,0.04,-0.02,0.01,0.04,0.11
30.062,-0.01,0.04,-0.01,0.01,0.04,0.11
30.062,-0.01,0.04,-0.01,-0.00,0.04,0.06
30.063,-0.01,0.04,-0.01,-0.00,0.04,0.06
30.064,-0.01,0.04,-0.01,0.00,0.04,0.02
30.064,-0.01,0.04,-0.01,0.00,0.04,0.03
30.065,-0.01,0.04,-0.01,0.00,0.04,0.03
30.065,-0.01,0.04,-0.01,0.03,0.02,0.03
30.066,-0.01,0.04,-0.01,0.03,0.02,0.03
30.067,-0.01,0.04,-0.01,0.03,0.02,0.03
30.067,-0.01,0.04,-0.01,0.02,0.03,-0.00
30.068,-0.01,0.04,-0.01,0.03,0.02,-0.04
30.068,-0.01,0.04,-0.01,0.03,0.02,-0.04
30.072,-0.01,0.04,-0.01,0.07,0.01,0.01
30.073,-0.01,0.03,-0.01,0.07,0.01,0.01
30.079,-0.01,0.03,-0.01,0.07,0.01,0.01
30.081,-0.01,0.03,-0.01,0.06,0.02,0.05
30.082,-0.00,0.03,-0.01,0.06,0.02,0.05
30.083,-0.00,0.03,-0.01,0.05,-0.01,0.02
30.087,-0.00,0.03,-0.01,0.11,0.01,0.00
30.088,0.00,0.03,-0.01,0.11,0.01,0.00
30.094,0.00,0.03,-0.01,0.09,0.03,-0.02
30.098,0.00,0.03,-0.01,0.09,0.03,-0.02
30.099,0.00,0.03,-0.01,0.12,0.01,0.00
30.1,0.01,0.04,-0.01,0.12,0.01,0.00
30.102,0.01,0.04,-0.01,0.12,0.01,0.00
30.103,0.01,0.04,-0.01,0.12,0.00,-0.04
30.107,0.01,0.05,-0.01,0.12,0.00,-0.04
30.108,0.01,0.05,-0.01,0.13,0.00,-0.07
30.114,0.01,0.06,-0.02,0.13,0.00,-0.07
30.115,0.01,0.06,-0.02,0.14,-0.01,-0.16
30.117,0.00,0.06,-0.02,0.14,-0.01,-0.16
30.118,0.00,0.06,-0.02,0.11,-0.04,-0.22
30.122,-0.00,0.06,-0.02,0.11,-0.04,-0.22
30.123,-0.00,0.06,-0.02,0.12,-0.03,-0.24
30.141,-0.02,0.07,-0.02,0.12,-0.03,-0.24
30.143,-0.02,0.07,-0.02,0.10,-0.03,-0.26
30.144,-0.02,0.07,-0.02,0.08,-0.02,-0.27
30.145,-0.03,0.07,-0.02,0.08,-0.02,-0.27
30.146,-0.04,0.06,-0.02,0.08,-0.02,-0.27
30.147,-0.04,0.06,-0.02,0.08,-0.03,-0.30
30.148,-0.04,0.06,-0.02,0.07,-0.05,-0.25
30.149,-0.05,0.06,-0.02,0.07,-0.05,-0.25
30.15,-0.06,0.05,-0.02,0.07,-0.05,-0.25
30.151,-0.06,0.05,-0.02,0.05,-0.02,-0.23
30.158,-0.06,0.04,-0.01,0.05,-0.02,-0.23
30.159,-0.06,0.04,-0.01,0.03,-0.04,-0.19
30.161,-0.07,0.03,-0.01,0.03,-0.04,-0.19
30.162,-0.07,0.03,-0.01,0.04,-0.03,-0.14
30.163,-0.07,0.03,-0.01,0.03,-0.03,-0.06
30.164,-0.07,0.03,-0.01,0.03,-0.03,-0.06
30.188,-0.06,0.02,-0.00,0.03,-0.03,-0.06
30.189,-0.06,0.02,-0.00,-0.03,-0.06,-0.00
30.19,-0.06,0.02,-0.00,-0.04,-0.09,0.01
30.191,-0.05,0.02,0.01,-0.04,-0.09,0.01
30.192,-0.05,0.01,0.01,-0.04,-0.09,0.01
30.194,-0.05,0.01,0.01,-0.05,-0.03,0.04
30.195,-0.04,0.01,0.02,-0.05,-0.03,0.04
30.196,-0.04,0.01,0.02,-0.03,-0.04,0.09
30.197,-0.03,0.01,0.03,-0.03,-0.04,0.09
30.198,-0.03,0.01,0.03,-0.04,-0.06,0.10
30.199,-0.02,0.02,0.03,-0.04,-0.06,0.10
30.199,-0.02,0.02,0.03,-0.03,-0.08,0.10
30.2,-0.01,0.03,0.04,-0.03,-0.08,0.10
30.2,-0.01,0.03,0.04,-0.02,-0.08,0.05
30.203,-0.01,0.04,0.04,-0.02,-0.08,0.05
30.205,-0.01,0.04,0.04,-0.06,-0.04,0.02
30.217,-0.01,0.05,0.05,-0.06,-0.04,0.02
30.218,-0.01,0.05,0.05,-0.04,-0.02,-0.01
30.222,-0.01,0.05,0.05,0.00,-0.01,-0.05
30.223,-0.01,0.05,0.06,0.00,-0.01,-0.05
30.224,-0.02,0.05,0.06,0.00,-0.01,-0.05
30.225,-0.02,0.05,0.06,0.01,0.05,-0.05
30.226,-0.02,0.05,0.06,0.03,0.06,-0.10
30.227,-0.02,0.06,0.06,0.03,0.06,-0.10
30.228,-0.02,0.06,0.06,0.09,0.07,-0.09
30.229,-0.03,0.06,0.06,0.09,0.07,-0.09
30.234,-0.03,0.06,0.06,0.11,0.06,-0.07
30.235,-0.03,0.05,0.06,0.11,0.06,-0.07
30.238,-0.04,0.04,0.06,0.11,0.06,-0.07
30.239,-0.04,0.04,0.06,0.13,0.10,-0.06
30.245,-0.04,0.04,0.06,0.13,0.08,-0.08
30.246,-0.04,0.04,0.06,0.13,0.08,-0.08
30.249,-0.04,0.04,0.06,0.15,0.07,-0.02
30.249,-0.04,0.04,0.06,0.15,0.07,-0.02
30.253,-0.04,0.04,0.06,0.13,0.04,-0.02
30.254,-0.03,0.04,0.05,0.13,0.04,-0.02
30.258,-0.03,0.04,0.05,0.09,0.06,-0.04
30.259,-0.03,0.03,0.05,0.09,0.06,-0.04
30.273,-0.03,0.03,0.05,0.09,0.06,-0.04
30.275,-0.03,0.03,0.05,0.09,0.09,-0.04
30.276,-0.03,0.04,0.05,0.09,0.09,-0.04
30.277,-0.03,0.04,0.05,0.08,0.05,-0.09
30.278,-0.03,0.05,0.06,0.08,0.05,-0.09
30.279,-0.03,0.05,0.06,0.06,0.03,-0.09
30.279,-0.03,0.05,0.06,0.05,-0.00,-0.08
30.28,-0.03,0.05,0.06,0.05,-0.00,-0.08
30.328,-0.03,0.05,0.06,0.05,0.03,-0.13
30.329,-0.04,0.05,0.06,0.05,0.03,-0.13
30.33,-0.04,0.05,0.06,0.05,0.03,-0.13
30.331,-0.04,0.05,0.06,0.07,0.04,-0.10
30.332,-0.04,0.05,0.06,0.10,0.08,-0.08
30.333,-0.04,0.05,0.06,0.10,0.08,-0.08
30.334,-0.04,0.04,0.06,0.10,0.08,-0.08
30.335,-0.04,0.04,0.06,0.11,0.09,-0.07
30.336,-0.04,0.04,0.06,0.09,0.09,0.01
30.336,-0.04,0.03,0.06,0.09,0.09,0.01
30.337,-0.04,0.03,0.06,0.13,0.09,0.06
30.337,-0.04,0.02,0.06,0.13,0.09,0.06
30.338,-0.04,0.00,0.06,0.13,0.09,0.06
30.339,-0.04,0.00,0.06,0.12,0.10,0.11
30.339,-0.03,-0.01,0.06,0.12,0.10,0.11
30.34,-0.03,-0.01,0.06,0.09,0.11,0.19
30.341,-0.03,-0.01,0.06,0.08,0.06,0.24
30.341,-0.02,-0.02,0.06,0.08,0.06,0.24
30.342,-0.02,-0.03,0.06,0.08,0.06,0.24
30.343,-0.02,-0.03,0.06,0.06,0.05,0.31
30.344,-0.02,-0.03,0.06,0.02,0.06,0.32
30.345,-0.01,-0.03,0.06,0.02,0.06,0.32
30.345,-0.01,-0.03,0.06,-0.02,0.03,0.35
30.346,-0.01,-0.02,0.06,-0.02,0.03,0.35
30.346,-0.01,-0.02,0.06,-0.05,0.01,0.36
30.347,-0.01,-0.01,0.07,-0.05,0.01,0.36
30.35,-0.01,0.01,0.08,-0.05,0.01,0.36
30.351,-0.01,0.01,0.08,-0.08,-0.01,0.39
30.355,-0.01,0.03,0.08,-0.08,-0.01,0.39
30.355,-0.01,0.03,0.08,-0.05,-0.00,0.38
30.361,-0.01,0.05,0.09,-0.05,-0.00,0.38
30.363,-0.01,0.05,0.09,-0.02,0.02,0.37
30.364,-0.01,0.07,0.10,-0.02,0.02,0.37
30.365,-0.01,0.07,0.10,0.04,0.00,0.26
30.369,-0.01,0.07,0.10,0.07,0.02,0.28
30.37,-0.02,0.09,0.10,0.07,0.02,0.28
30.374,-0.02,0.09,0.10,0.07,0.02,0.21
30.375,-0.02,0.11,0.10,0.07,0.02,0.21
30.38,-0.02,0.11,0.10,0.07,0.02,0.21
30.381,-0.02,0.11,0.10,0.08,0.07,0.18
30.384,-0.02,0.11,0.11,0.08,0.07,0.18
30.385,-0.02,0.11,0.11,0.06,0.10,0.13
30.389,-0.02,0.10,0.10,0.06,0.10,0.13
30.39,-0.02,0.10,0.10,0.07,0.09,0.07
30.407,-0.02,0.10,0.10,0.13,0.09,0.03
30.409,-0.02,0.09,0.11,0.13,0.09,0.03
30.41,-0.01,0.08,0.11,0.13,0.09,0.03
30.411,-0.01,0.08,0.11,0.15,0.09,0.09
30.412,-0.01,0.08,0.11,0.15,0.06,0.09
30.413,-0.01,0.06,0.10,0.15,0.06,0.09
30.413,-0.01,0.06,0.10,0.14,0.02,0.08
30.414,-0.00,0.03,0.10,0.14,0.02,0.08
30.418,0.01,0.02,0.10,0.14,0.02,0.08
30.42,0.01,0.02,0.10,0.16,0.00,0.09
30.421,0.01,0.02,0.10,0.11,0.01,0.17
30.422,0.01,0.01,0.10,0.11,0.01,0.17
30.424,0.02,-0.00,0.10,0.11,0.01,0.17
30.425,0.02,-0.00,0.10,0.08,-0.03,0.12
30.455,0.02,-0.00,0.10,0.04,-0.05,0.14
30.457,0.02,-0.01,0.10,0.04,-0.05,0.14
30.458,0.02,-0.01,0.10,0.06,-0.07,0.15
30.459,0.02,-0.01,0.11,0.06,-0.07,0.15
30.46,0.02,-0.01,0.11,0.09,-0.08,0.14
30.461,0.02,-0.01,0.11,0.09,-0.08,0.14
30.462,0.02,0.00,0.12,0.09,-0.08,0.14
30.463,0.02,0.00,0.12,0.10,-0.07,0.13
30.463,0.02,0.02,0.12,0.10,-0.07,0.13
30.464,0.02,0.02,0.12,0.12,-0.10,0.15
30.465,0.01,0.03,0.12,0.12,-0.10,0.15
30.465,0.01,0.03,0.12,0.12,-0.06,0.12
30.474,0.01,0.03,0.12,0.14,-0.04,0.09
30.475,0.01,0.04,0.12,0.14,-0.04,0.09
30.48,0.01,0.04,0.12,0.12,-0.01,0.07
30.482,0.01,0.05,0.11,0.12,-0.01,0.07
30.482,0.01,0.05,0.11,0.14,-0.04,0.05
30.483,0.01,0.06,0.11,0.14,-0.04,0.05
30.484,0.01,0.06,0.11,0.16,-0.02,0.01
30.485,0.01,0.07,0.11,0.16,-0.02,0.01
30.485,0.01,0.07,0.11,0.15,-0.06,-0.05
30.486,0.00,0.08,0.11,0.15,-0.06,-0.05
30.486,0.00,0.08,0.11,0.13,-0.04,-0.14
30.487,0.00,0.08,0.11,0.13,-0.04,-0.14
30.491,0.00,0.08,0.11,0.12,-0.01,-0.17
30.493,0.01,0.07,0.10,0.12,-0.01,-0.17
30.496,0.01,0.07,0.10,0.11,-0.02,-0.26
30.496,0.01,0.07,0.10,0.11,-0.02,-0.26
30.5,0.00,0.06,0.10,0.11,-0.02,-0.26
30.501,0.00,0.06,0.10,0.07,-0.02,-0.30
30.505,0.00,0.06,0.10,0.03,-0.03,-0.36
30.506,-0.00,0.05,0.10,0.03,-0.03,-0.36
30.51,-0.01,0.03,0.10,0.03,-0.03,-0.36
30.51,-0.01,0.03,0.10,0.01,-0.05,-0.31
30.515,-0.01,0.03,0.10,0.00,-0.03,-0.31
30.516,-0.01,0.01,0.10,0.00,-0.03,-0.31
30.521,-0.02,-0.01,0.11,0.00,-0.03,-0.31
30.521,-0.02,-0.01,0.11,-0.03,-0.07,-0.30
30.525,-0.02,-0.03,0.11,-0.03,-0.07,-0.30
30.526,-0.02,-0.03,0.11,-0.06,-0.06,-0.27
30.54,-0.02,-0.03,0.11,-0.11,-0.04,-0.21
30.541,-0.03,-0.05,0.11,-0.11,-0.04,-0.21
30.544,-0.03,-0.05,0.11,-0.11,-0.04,-0.07
30.545,-0.02,-0.07,0.12,-0.11,-0.04,-0.07
30.546,-0.02,-0.09,0.12,-0.11,-0.04,-0.07
30.546,-0.02,-0.09,0.12,-0.15,-0.07,0.02
30.547,-0.01,-0.10,0.13,-0.15,-0.07,0.02
30.548,-0.01,-0.10,0.13,-0.17,-0.05,0.10
30.603,0.00,-0.10,0.13,-0.17,-0.05,0.10
30.604,0.00,-0.10,0.13,-0.15,-0.04,0.19
30.605,0.00,-0.10,0.13,-0.16,-0.06,0.26
30.605,0.02,-0.10,0.14,-0.16,-0.06,0.26
30.606,0.03,-0.10,0.14,-0.16,-0.06,0.26
30.607,0.03,-0.10,0.14,-0.15,-0.06,0.33
30.607,0.05,-0.10,0.14,-0.15,-0.06,0.33
